"BTI_REFERENCE","ISSUING_COUNTRY","START_DATE_OF_VALIDITY","END_DATE_OF_VALIDITY","NOMENCLATURE_CODE","CLASSIFICATION_JUSTIFICATION","STATUS","INVALIDATION_REASON","INVALIDATION_JUSTIFICATION","LANGUAGE","PLACE_OF_ISSUE","DATE_OF _ISSUE","NAME_AND_ADDRESS","DESCRIPTION_OF_GOODS","KEYWORDS"
"FIBTIFI001210-2025-BTI111","FI","14/12/2025","13/12/2028","6307909899************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 6307 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","10/12/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Suojaliivin sisälle asennettava tuuletus-/pehmennyskerros (2 kappaletta). Molemmat osat ovat sovitettu suojaliiviin asennettavaksi.  Materiaali on asiakkaan antamien tietojen mukaan loimineulottua verkkokangasta (tekokuitua).","BODICES,MADE UP,FOR SOFTENING,WARP KNITTINGS,OF MAN-MADE TEXTILE MATERIAL"
"FIBTIFI001210-2025-BTI110","FI","14/12/2025","13/12/2028","6307909899************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 6307 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","10/12/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Suojaliivi. Liivin materiaali on kudottua kangasta (tekokuitua), jonka nurjalla puolella on muovisively. Liivissä on neulottu verkkovuori (tekokuitua).  Liivin etu- ja takakappaleet yhdistetään olkapäiden kohdalta toisiinsa tarranauhoilla. Liivin alareunassa, sekä etu- että takakappaleessa, on vetoketju, joiden avulla suojapaneelit suljetaan liivin sisäosaan. Suojapaneelit eivät sisälly tähän päätökseen. 

Liivi ei ole ominaisuuksiltaan 62 ryhmän vaate.","BODICES,FOR PROTECTION,WOVEN FABRICS,WITH LINING,LININGS,WITH VELCRO,WITH HOOK AND LOOP FASTENER,VELCRO STRAPS,WITH ZIP FASTENER,OF MAN-MADE TEXTILE MATERIAL"
"FIBTIFI001210-2025-BTI113","FI","14/12/2025","13/12/2028","6307909899************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 6307 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","10/12/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Kiinnitinpari, joka on valmistettu tekstiilitekokuituainetta olevasta tarranauhasta ja kuminauhasta. Yhden kiinnittimen pituus on n. 28,5 cm ja keskikohdan (kuminauhakaistale) leveys on 8 cm.  Kiinnitinparilla on tarkoitus kiinnittää suojaliivin etu- ja takakappaleet toisiinsa kylkien kohdalta. Suojaliivi ei sisälly tähän päätökseen.","FOR FIXING,TEXTILE ARTICLES,OF MAN-MADE TEXTILE MATERIAL,MADE UP,ELASTIC,WITH VELCRO"
"FIBTIFI001210-2025-BTI114","FI","14/12/2025","13/12/2028","6307909899************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 6307 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","10/12/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Suojaliivi. Liivin materiaali on kudottua kangasta (tekokuitua), jonka nurjalla puolella on muovisively. Liivin etu- ja takakappaleet yhdistetään olkapäiden kohdalta toisiinsa tarranauhoilla sekä nauhoilla (tekokuitua), joiden päissä on napit. Liivin sisäpuolen alaosassa, sekä etu- että takakappaleessa, on tarranauha, jonka avulla suojapaneeli suljetaan liivin sisäosaan. Suojaliivin etu- ja takakappaleissa on useita mollekujia, joihin voi kiinnittää erillisenä myytäviä taskuja. Liivin takakappaleen sivuilla on vetoketjut, joilla liiviin voidaan kiinnittää erillinen reppu. Suojapaneelit, lisätaskut ja reppu eivät sisälly tähän päätökseen.

Liivi ei ole ominaisuuksiltaan 62 ryhmän vaate.","BODICES,FOR PROTECTION,WOVEN FABRICS,WITH LINING,LININGS,WITH VELCRO,WITH HOOK AND LOOP FASTENER,VELCRO STRAPS,OF MAN-MADE TEXTILE MATERIAL"
"FIBTIFI001210-2024-BTI62","FI","01/08/2024","31/07/2027","2710197100************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2710 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
27 ryhmän huomautus 2.
27 ryhmän lisähuomautus 2d).
27 ryhmän lisähuomautus 5.
Harmonoidun järjestelmän selitykset, ryhmä 27 yleisohjeet.
Harmonoidun järjestelmän selitykset, päänimike 2710.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).
Yhdistetyn nimikkeistön selittävät huomautukset, alanimikkeet 2710 19 71 – 2710 19 99.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/yhdistetyn-nimikkeiston-selittavat-huomautukset).
Tullilaboratorion tutkimusseloste nro 24-01907 / 1188356.","VALID","","","fi","","31/07/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on ruskeaa, tervamaista nestettä. Se valmistetaan muovijätteestä pyrolyysillä tai muulla termokemiallisella teknologialla ja muistuttaa ominaisuuksiltaan fossiilista öljyä. Tuote on tarkoitettu jatkokäsittelyä varten joko perinteisiin öljynjalostusprosesseihin, kuten tislaus-, vedytys-, krakkaus- ja katalyyttiseen prosessiin tai muuhun sovellettuun esikäsittelyteknologiaan. Prosessoinnin jälkeen tuotetta voidaan käyttää uusioraaka-aineena petrokemianteollisuudessa. Tuote toimitetaan teollisuutta varten massatavarana.","OF PLASTICS,DISTILLED,AS LIQUID,HYDROCARBONS,FOR INDUSTRIAL USE,FOR CHEMICAL ENGINEERING,NOT PUT UP FOR RETAIL SALE,IN BULK"
"FIBTIFI001210-2024-BTI60","FI","30/07/2024","29/07/2027","76169990**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 7616 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö (CN), komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
XV jakson huomautukset 3 ja 7.
Harmonoidun järjestelmän selitykset, nimikkeet 7616 ja 7317.
(Harmonoidun järjestelmän (HS) selityksiä: https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","29/07/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tavara on ajoneuvojen renkaisiin tarkoitettu liukueste, joka koostuu alumiinirungosta ja sen sisään asennetusta kovametallitapista. Tappi on suurimmalta osaltaan rungon sisällä. Liukueste on tarkoitettu asennettavaksi ajoneuvon talvirenkaaseen.
Nastan alumiinirunko painaa noin 0,65 grammaa ja kovametallipala noin 0,3 grammaa.","OF ALUMINIUM,SAFETY EQUIPMENT,TUNGSTEN,CARBIDES,ASSEMBLED"
"FIBTIFI001210-2024-BTI65","FI","21/08/2024","20/08/2027","18069090**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 1806 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 18 huomautukset 1 b ja 2.","VALID","","","fi","","20/08/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on cashewpähkinästä valmistettua, proteiinipitoista suklaa-karamellivanukasta. Hakijalta saatujen tietojen mukaan tuotteen ainesosia ovat muun muassa vesi, cashewpähkinä, soijaproteiini, kaakaojauhe, stabilointiaineet, makeutusaineet ja luontaiset aromit. Tuote on lusikoitavaa, viskoosia ruskeaa massaa ja se tuoksuu ja maistuu lähinnä kaakaolle ja pähkinälle. Tuotteen ilmoitetaan sisältävän 20 g proteiinia per vähittäismyyntipakkaus (200 g). Hakijalta saatujen tietojen mukaan tuotteen valmistuksessa valmistusaineet sekoitetaan ja tuote pastöroidaan.","CASHEW NUTS,SOYA PROTEINS,COCOA,NUTS,WATER,PUT UP FOR RETAIL SALE,VISCOUS"
"FIBTIFI001210-2024-BTI66","FI","03/09/2024","02/09/2027","3004900000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3004 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
VI jakson huomautus 2.
Harmonoidun järjestelmän selitykset, ryhmä 30, yleisohjeet.
Harmonoidun järjestelmän selitykset, päänimike 3004.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).
Yhdistetyn nimikkeistön selittävät huomautukset, nimike 3004.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/yhdistetyn-nimikkeiston-selittavat-huomautukset).
Tullikoodeksikomitean maatalous-kemiansektorin 208. kokous, asiakohta 7.6, pöytäkirjamerkinnällä suljettu asia.","VALID","","","fi","","02/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on antibakteerinen liuos, joka sisältää tislattua vettä, natriumkloridia ja hypokloorihappoa. Se on tarkoitettu eläinten ihonhoitoon ja puhdistukseen. Tuotetta voidaan käyttää eläimille erilaisten ihotulehdusten hoitoon, silmien ja korvien puhdistukseen ja hoitoon, allergiaoireiden ulkoiseen lievitykseen, haavojen ja haavaumien hoitoon, kuivan ihon hoitoon sekä koirien ja kissojen anturoiden hoitoon. Tuote toimitetaan käyttöohjeineen vähittäismyyntiä varten muovisiin 50 ml:n (pipettipullo), 60 ml:n (sormisuihkepullo), 150, 250 ja 500 ml:n suihkepulloihin tai 5000 ml:n kanistereihin pakattuina.","DETERGENTS,DISINFECTANTS,DISTILLED WATER,SODIUM CHLORIDE,CHLORITES,IN SPRAY CANS,PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2024-BTI67","FI","03/09/2024","02/09/2027","27030000**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2703 teksti.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 2703. (https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","02/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on turpeesta valmistettu pelletti, jota käytetään eläinten rehuksi ja niiden virikekäyttöön. Tuote on pakattu 25 kg:n säkkeihin vähittäismyyntiä varten.","PEAT,FIBRES,CARBOHYDRATES,AS PELLETS,ANIMAL FOODS,FORAGE CROPS,PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2024-BTI95","FI","02/12/2024","01/12/2027","8431498090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8431 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, XVI jakson yleisohjeet 2 huomautus. 
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","02/12/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","STS -nosturin vaunun ja apuvaunun ohjausrullat sisältäen koneistettuja osia. Ohjausrullat ovat osa nosturin vaunua ja apuvaunuja. Koneistamalla valmistettuja ja maalattuja teräsrakenteita, joissa koneistetut akseli ja pyörä. Paino noin 96kg/ kpl.","CRANES,FOR LIFTING,GANTRY CRANES,FREIGHT CONTAINERS,FOR PORTS"
"FIBTIFI001210-2024-BTI101","FI","19/12/2024","18/12/2027","39259080**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3925 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
39 ryhmän huomautukset 1 ja 11.","VALID","","","fi","","19/12/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on katolle asennettava ilmanvaihdon läpivienti. Läpivientiin kuuluu kaksi tiivistettä ja aluskaterengas. Läpiviennin mukana on 20 kpl kiinnitysruuveja (4,9 x 38 mm). 

Läpivienti on kooltaan noin 265 x 369 x 173 mm. Kuusi kappaletta läpivientejä ruuveineen on pakattuna yhteen laatikkoon, jonka paino on noin 5,8 kg. Läpivienti on väriltään musta. Tavara on valmistettu muovista.","OF PLASTICS,VENTILATION SLOTS,WASHERS,GASKETS,SCREWS"
"FIBTIFI001210-2024-BTI102","FI","19/12/2024","18/12/2027","39259080**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3925 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
39 ryhmän huomautukset 1 ja 11.","VALID","","","fi","","19/12/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on katolle asennettava läpivienti, jota voidaan käyttää esimerkiksi putkille, huippuimureille ja antennikauluksille. Läpivientiin kuuluu tiivisteet ja aluskaterengas. Läpiviennin mukana on 3 kpl kattoruuveja. Tavara on tarkoitettu asennettavaksi betoniselle tiilikatolle ja se korvaa yhden kattotiilen. 

Läpivienti on kooltaan noin 440 x 330 x 165 mm. 12 kappaletta läpivientejä ruuveineen on pakattuna yhteen laatikkoon, jonka paino on noin 12,1 kg. Läpivienti on väriltään tiilenpunainen. Tavara on valmistettu muovista.","OF PLASTICS,VENTILATION SLOTS,WASHERS,GASKETS,SCREWS,ROOFING TILES"
"FIBTIFI001210-2025-BTI93","FI","18/11/2025","17/11/2028","4202929890************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 4202 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 4202.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","14/11/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on lääkintätarvikkeiden kuljettamiseen ja säilyttämiseen tarkoitettu tasku. Taskun sisällä on kuminauhasta valmistettuja tarvikkeiden kiinnityslenkkejä sekä joustavasta verkkoneuloksesta valmistettu sisälokero. Tasku voidaan sulkea vetoketjulla. Taskun etupuolella on nauhasta valmistetut kujat (molle), joiden päällä on tarrakiinnitys. Taskun takapuolella on irrotettava takaosa, joka kiinnittyy taskuun koko takaosan kokoisella tarrakiinnityksellä. Takaosassa on kaksi nauhaa sekä nauhasta valmistetut kujat (molle), joilla tasku voidaan kiinnittää toisiin tuotteisiin. Takaosassa on lisäksi nauhat, jotka voidaan kiinnittää taskun ympärille pistolukolla. Taskussa on myös kantolenkki. Tavara on kooltaan noin 190 x 130 x 55 mm. Materiaalina on kudottu kangas (tekokuitua), jossa on muovisively nurjalla puolella.","OF TEXTILE MATERIAL,WOVEN FABRICS,WITH ZIP FASTENER,VELCRO STRAPS,REMOVABLE"
"FIBTIFI001210-2023-BTI79","FI","06/12/2023","05/12/2026","7604299090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 3c ja 6.
Nimikkeen 7604 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
Tullikoodeksikomitean 249. kokouksen (9.-11.10.2023) pöytäkirja, kohta 7.14.","VALID","","","fi","","05/12/2023","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Määrämittaan katkaistusta, hakijan toimittaman rakennepiirustuksen mukaan valmistetusta alumiiniprofiilista ja samassa piirustuksessa kuvatusta silikonimuovista määrämuotoon ja –mittaan valmistetusta profiilista yhteen liimaamalla valmistettu lista.
Lista on ns. törmäyslista (slam list), joka asennetaan hissikorin tai hissikuilun liukuoviin sulkeutuvien ovien äänen ja törmäyksen vaimentamiseksi.","OF ALUMINIUM,PROFILES,SILICONES,PLASTICS,SHAPED"
"FIBTIFI001210-2025-BTI124","FI","30/12/2025","29/12/2028","37040010**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3704 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 37 huomautus 2.
Harmonoidun järjestelmän selitykset, ryhmän 37 yleisohjeet, nimikkeen 3704 tekstit ja nimikkeen 3701 A kohdan tekstit. Nimikkeen 8442 B kohdan tekstit (poissulku). (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","29/12/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Kyseessä on kehittämätön, esivalotettu painolevy fleksopainatukseen. Painolevyssä on rakenteellisesti useita eri kerroksia. Ylimpänä on suojakerros, jossa on mm. PET-kalvo ja sen alla musta maskikerros (LAMS). Keskikerros on valmistettu valoherkästä polymeeristä, mikä muodostaa varsinaisen painopinnan. Pohjakerros (PET tai metalli) antaa levylle lisävakautta ja -lujuutta. Painolevy on väriltään vaalean sinivihreä ja siinä on musta suojakerros.  Painolevyä on useissa eri paksuuksissa (mm. 1,14 – 6,35 mm) ja useassa koossa (mm. 762 x 1016 mm, 900 x 1200 mm, 1067 x 1524 mm ja 1270 x 2032 mm). Painolevyt on pakattu joko pahvi- tai puulaatikoihin. Yhdessä pahvilaatikossa on n. 20 levyä ja yhdessä puulaatikossa on n. 200 levyä. Levyt on erotettu toisistaan vaahtomuovikalvoilla.","PRINTING PLATES,PHOTOSENSITIVE,POLYMERS,OF POLYMER,EXPOSED NOT DEVELOPED,AS SHEETS,WITH BOTTOM LAYER, LAMIN. TEXTILES,AS RECTANGLES,FOR PRINTING"
"FIBTIFI001210-2024-BTI32","FI","12/03/2024","11/03/2027","90221900**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 2a ja 6.
Nimikkeen 9022 teksti ja sen alanimikkeiden tekstit (Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
90 ryhmän huomautus 3.
Harmonoidun järjestelmän selitykset, nimike 9022, kohta C (https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","08/03/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Laitteisto on röntgenlautaskanneri. Se skannaa läpivalaisemalla sekä lasersäteiden ja kameroiden avulla siihen syötettävät laudat. Skannauksen perusteella laitteistoon integroitu ohjelmisto määrittelee laudan laatutiedot ja muodon. Tietoja käytetään mm. laudan parhaaseen hyödyntämiseen. Tuote on pääosin valmistettu teräksestä ja siihen kytketyistä oheislaitteista ja mittalaitteista sekä niiden osista. Koottuna koko laitteiston koko on noin 4 m x 7 m x 2 m ja sen paino on noin 2800 kg.","X-RAY EQUIPMENT,X-RAY CAMERAS,LASER SCANNERS,ELECTRONIC,COMPUTERS"
"FIBTIFI001210-2024-BTI45","FI","25/04/2024","24/04/2027","2106909285************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2106 teksti ja sen alanimikkeiden tekstit (Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 2106, kohta 14 (https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","24/04/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Kuivattua, jauhettua ja maustettua rooibos-kasvia (Aspalathus linearis) vähittäismyyntipakkauksessa. Pakkaus sisältää 20 yksittäispakattua pussia ja eri makuja on neljä. Jokaista eri aromein maustettua pussia on pakkauksessa 5 kpl. Tuotteesta valmistetaan juoma hauduttamalla pussia kuumassa vedessä 2 minuuttia. Yksittäisen pussin sisältö on 1,75 g ja koko pakkauksen paino on 35 g.","DRIED,SEASONED,BAGS,TEA,HERBAL INFUSIONS,PUT UP FOR RETAIL SALE,FOR TEA PREPARATION,IN SACHETS,ASSORTMENT,HERB TEA"
"FIBTIFI001210-2024-BTI61","FI","31/07/2024","30/07/2027","4805910090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 4805 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
48 ryhmän huomautus 3.
48 ryhmän huomautus 8.
Päänimikkeen 4805 harmonoidun järjestelmän selitykset.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","30/07/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on päällystämätön kuitupaperi, joka on tarkoitettu elintarviketeollisuuteen kuitusuolen valmistukseen. Tavara on vaaleaa, kevyttä, läpikuultavaa paperitavaraa, jossa näkyy kuitujen muodostama rakenne. Kuitupaperi sisältää puupohjaista selluloosaa, sideaineena regeneroitua selluloosaa ja märkälujaliimaa. Tavara toimitetaan rullina, joiden leveys on yli 36 cm. Neliöpaino on enintään 28g/m2. Rullat toimitetaan lavalle pakattuina.","OF CELLULOSE,OF VISCOSE,WITH SYNTHETIC OR ARTIFICIAL RESIN,NOT COATED, PAPER,TRANSLUCENT,FOR FOOD INDUSTRY"
"FIBTIFI001210-2025-BTI2","FI","10/01/2025","09/01/2028","39269097**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3926 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
39 ryhmän huomautus 1
Komission asetus (EY) N:o 687/2002, EYVL L 106, 23.4.2002, s. 3. Muutettu komission asetuksella (EY) N:o 1179/2009, EUVL L 317, 3.12.2009, s. 1.
Harmonoidun järjestelmän selitykset, nimike 3926 
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","10/01/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on nesteenkestävä, hygieeninen, väriltään vihreä kertakäyttötarjotin mm. hammashoidon instrumenteille. Se on suorakaiteen muotoinen pyöristetyin kulmin. Siinä on matalat reunat, jotka estävät sille asetettuja instrumentteja ja tarvikkeita putoamasta. Lyhyille sivuille on muotoiltu kolot, jotka toimivat kädensijoina. Pohjan muotoilu pitää tavarat paikoillaan, koska siinä on liukuesteet eikä erillistä suojapaperia tarvita. Se on hakijan antamien tietojen mukaan valmistettu elintarvikekelpoisesta polystyreenistä ruiskuvalulla. Tuotteen mitat ovat 283 x 183 x 14 mm.","TRAYS,OF PLASTICS,POLYSTYRENE,FOR DENTAL WORK,INJECTED"
"FIBTIFI001210-2024-BTI103","FI","19/12/2024","18/12/2027","39259080**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 3b ja 6.
Nimikkeen 3925 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
39 ryhmän huomautukset 1 ja 11.","VALID","","","fi","","19/12/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on katolle asennettava ilmanvaihdon poistoputki. Poistoputkeen kuuluu muovista valmistetut ulkokuori sekä hattu, vaahtomuovista valmistettu lämpöeristeholkki ja sinkitystä teräksestä valmistettu sisäputki. 

Poistoputki on pituudeltaan noin 1003 mm ja sen halkaisija on yläosasta noin 256 mm. 35 kappaletta poistoputkia on pakattuna yhteen laatikkoon, jonka paino on noin 97 kg. Poistoputki on väriltään vaaleanharmaa.","OF PLASTICS,VENTILATION SLOTS,WASHERS,GASKETS,SCREWS,CERAMIC PIPES,ROOFING TILES"
"FIBTIFI001210-2024-BTI99","FI","26/12/2024","25/12/2027","39269097**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3926 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Komission täytäntöönpanoasetus (EU) 2024/3020.","VALID","","","fi","","10/12/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on läpinäkyvä, polypropeeni-muovista (PP) valmistettu pipetinkärki, jota valmistetaan eri tilavuuksilla, eri kauppanimillä sekä steriloituna että steriloimattomana. Steriloidut kärjet toimitetaan yksittäispakattuina ja steriloimattomia toimitetaan täyttöpakkauksissa. Pipetinkärjet voivat sopia sekä automaattipipetteihin, että annostelurobotteihin.","FOR DOSING,PIPETTES,DROP COUNTER,FOR LIQUIDS,TRANSPARENT,COLOURLESS"
